datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2023-06-26,4642910,4599403,42817,22151390,34608265,21,27,0,186,835,4240622,402288,13,8
2023-06-27,4642926,4599411,42817,22151529,34608814,16,8,0,139,549,4240634,402292,12,4
2023-06-28,4642938,4599415,42817,22151651,34609309,12,4,0,122,495,4240637,402301,3,9
2023-06-29,4642948,4599458,42817,22151763,34609805,10,43,0,112,496,4240642,402306,5,5
2023-06-30,4642962,4599488,42817,22151893,34610255,14,30,0,130,450,4240650,402312,8,6
2023-07-01,4642963,4599522,42817,22151916,34610283,1,34,0,23,28,4240651,402312,1,0
2023-07-02,4642965,4599547,42817,22151941,34610321,2,25,0,25,38,4240652,402313,1,1
2023-07-03,4642988,4599573,42817,22152082,34610864,23,26,0,141,543,4240664,402324,12,11
2023-07-04,4642997,4599580,42817,22152199,34611274,9,7,0,117,410,4240669,402328,5,4
2023-07-05,4642997,4599581,42817,22152222,34611294,0,1,0,23,20,4240669,402328,0,0
2023-07-06,4643002,4599598,42817,22152254,34611333,5,17,0,32,39,4240673,402329,4,1
2023-07-07,4643012,4599617,42817,22152395,34611684,10,19,0,141,351,4240680,402332,7,3
2023-07-08,4643014,4599631,42817,22152417,34611730,2,14,0,22,46,4240682,402332,2,0
2023-07-09,4643015,4599648,42817,22152449,34611765,1,17,0,32,35,4240683,402332,1,0
2023-07-10,4643035,4599664,42817,22152569,34612365,20,16,0,120,600,4240695,402340,12,8
2023-07-11,4643046,4599669,42817,22152677,34612826,11,5,0,108,461,4240700,402346,5,6
2023-07-12,4643057,4599673,42817,22152777,34613194,11,4,0,100,368,4240706,402351,6,5
2023-07-13,4643073,4599694,42817,22152873,34613528,16,21,0,96,334,4240717,402356,11,5
2023-07-14,4643081,4599706,42818,22152959,34613825,8,12,1,86,297,4240720,402361,3,5
2023-07-15,4643081,4599714,42819,22152977,34613849,0,8,1,18,24,4240720,402361,0,0
2023-07-16,4643081,4599723,42819,22152995,34613874,0,9,0,18,25,4240720,402361,0,0
2023-07-17,4643097,4599732,42820,22153115,34614339,16,9,1,120,465,4240732,402365,12,4
2023-07-18,4643112,4599735,42820,22153222,34614666,15,3,0,107,327,4240740,402372,8,7
2023-07-19,4643129,4599738,42820,22153321,34615016,17,3,0,99,350,4240752,402377,12,5
2023-07-20,4643151,4599757,42820,22153400,34615316,22,19,0,79,300,4240765,402386,13,9
2023-07-21,4643161,4599771,42820,22153486,34615624,10,14,0,86,308,4240769,402392,4,6
2023-07-22,4643161,4599781,42820,22153507,34615655,0,10,0,21,31,4240769,402392,0,0
2023-07-23,4643164,4599796,42820,22153523,34615687,3,15,0,16,32,4240772,402392,3,0
2023-07-24,4643188,4599805,42820,22153639,34616153,24,9,0,116,466,4240787,402401,15,9
2023-07-25,4643201,4599806,42820,22153709,34616516,13,1,0,70,363,4240792,402409,5,8
2023-07-26,4643216,4599807,42820,22153791,34616853,15,1,0,82,337,4240799,402417,7,8
2023-07-27,4643231,4599827,42820,22153896,34617132,15,20,0,105,279,4240807,402424,8,7
2023-07-28,4643237,4599847,42820,22153959,34617416,6,20,0,63,284,4240809,402428,2,4
2023-07-29,4643238,4599870,42820,22153968,34617433,1,23,0,9,17,4240810,402428,1,0
2023-07-30,4643239,4599888,42820,22153986,34617460,1,18,0,18,27,4240811,402428,1,0
2023-07-31,4643267,4599899,42820,22154093,34617900,28,11,0,107,440,4240830,402437,19,9
2023-08-01,4643286,4599902,42820,22154165,34618271,19,3,0,72,371,4240841,402445,11,8
2023-08-02,4643311,4599905,42820,22154245,34618566,25,3,0,80,295,4240851,402460,10,15
2023-08-03,4643327,4599930,42820,22154310,34618847,16,25,0,65,281,4240862,402465,11,5
2023-08-04,4643357,4599939,42820,22154392,34619132,30,9,0,82,285,4240878,402479,16,14
2023-08-05,4643361,4599960,42820,22154412,34619153,4,21,0,20,21,4240880,402481,2,2
2023-08-06,4643365,4599974,42820,22154423,34619174,4,14,0,11,21,4240882,402483,2,2
2023-08-07,4643406,4599981,42820,22154538,34619628,41,7,0,115,454,4240900,402506,18,23
2023-08-08,4643442,4599984,42820,22154620,34619970,36,3,0,82,342,4240922,402520,22,14
2023-08-09,4643469,4599986,42820,22154691,34620296,27,2,0,71,326,4240941,402528,19,8
2023-08-10,4643494,4600017,42820,22154769,34620566,25,31,0,78,270,4240956,402538,15,10
2023-08-11,4643527,4600037,42820,22154831,34620858,33,20,0,62,292,4240980,402547,24,9
2023-08-12,4643531,4600057,42820,22154862,34620890,4,20,0,31,32,4240982,402549,2,2
2023-08-13,4643534,4600076,42820,22154883,34620916,3,19,0,21,26,4240985,402549,3,0
2023-08-14,4643615,4600106,42820,22155007,34621500,81,30,0,124,584,4241033,402582,48,33
2023-08-15,4643666,4600109,42820,22155092,34621902,51,3,0,85,402,4241063,402603,30,21
2023-08-16,4643717,4600114,42820,22155200,34622268,51,5,0,108,366,4241090,402627,27,24
2023-08-17,4643759,4600158,42820,22155277,34622618,42,44,0,77,350,4241113,402646,23,19
2023-08-18,4643824,4600189,42822,22155369,34622999,65,31,2,92,381,4241146,402678,33,32
2023-08-19,4643826,4600223,42822,22155390,34623023,2,34,0,21,24,4241147,402679,1,1
2023-08-20,4643831,4600251,42822,22155415,34623060,5,28,0,25,37,4241149,402682,2,3
2023-08-21,4643925,4600289,42822,22155542,34623677,94,38,0,127,617,4241192,402733,43,51
2023-08-22,4644016,4600293,42822,22155656,34624145,91,4,0,114,468,4241240,402776,48,43
2023-08-23,4644082,4600298,42822,22155769,34624560,66,5,0,113,415,4241277,402805,37,29
2023-08-24,4644141,4600372,42822,22155876,34624934,59,74,0,107,374,4241320,402821,43,16
2023-08-25,4644218,4600425,42822,22155999,34625400,77,53,0,123,466,4241368,402850,48,29
2023-08-26,4644226,4600473,42823,22156043,34625442,8,48,1,44,42,4241371,402855,3,5
2023-08-27,4644234,4600516,42825,22156063,34625483,8,43,2,20,41,4241377,402857,6,2
2023-08-28,4644340,4600578,42826,22156185,34626219,106,62,1,122,736,4241439,402901,62,44
2023-08-29,4644402,4600585,42826,22156332,34626620,62,7,0,147,401,4241477,402925,38,24
2023-08-30,4644503,4600593,42826,22156452,34627222,101,8,0,120,602,4241540,402963,63,38
2023-08-31,4644579,4600689,42826,22156579,34627750,76,96,0,127,528,4241587,402992,47,29
2023-09-01,4644684,4600776,42827,22156715,34628317,105,87,1,136,567,4241658,403026,71,34
2023-09-02,4644702,4600837,42827,22156752,34628363,18,61,0,37,46,4241673,403029,15,3
2023-09-03,4644712,4600896,42828,22156771,34628410,10,59,1,19,47,4241679,403033,6,4
2023-09-04,4644912,4600966,42828,22156950,34629562,200,70,0,179,1152,4241775,403137,96,104
2023-09-05,4645098,4600986,42828,22157135,34630486,186,20,0,185,924,4241872,403226,97,89
2023-09-06,4645261,4600990,42830,22157301,34631354,163,4,2,166,868,4241960,403301,88,75
2023-09-07,4645414,4601096,42831,22157475,34632218,153,106,1,174,864,4242054,403360,94,59
2023-09-08,4645581,4601161,42832,22157672,34633058,167,65,1,197,840,4242161,403420,107,60
2023-09-09,4645595,4601251,42833,22157703,34633114,14,90,1,31,56,4242173,403422,12,2
2023-09-10,4645625,4601322,42833,22157738,34633206,30,71,0,35,92,4242200,403425,27,3
2023-09-11,4646088,4601419,42833,22158027,34635125,463,97,0,289,1919,4242450,403638,250,213
2023-09-12,4646392,4601440,42834,22158285,34636627,304,21,1,258,1502,4242622,403770,172,132
2023-09-13,4646734,4601453,42835,22158541,34638166,342,13,1,256,1539,4242814,403920,192,150
2023-09-14,4647023,4601648,42837,22158772,34639667,289,195,2,231,1501,4242970,404053,156,133
2023-09-15,4647324,4601840,42837,22159066,34641070,301,192,0,294,1403,4243135,404189,165,136
2023-09-16,4647364,4602008,42838,22159127,34641174,40,168,1,61,104,4243164,404200,29,11
2023-09-17,4647396,4602167,42839,22159170,34641301,32,159,1,43,127,4243188,404208,24,8
2023-09-18,4648012,4602323,42839,22159497,34644204,616,156,0,327,2903,4243519,404493,331,285
2023-09-19,4648470,4602338,42840,22159785,34646452,458,15,1,288,2248,4243763,404707,244,214
2023-09-20,4648886,4602376,42841,22160049,34648484,416,38,1,264,2032,4243977,404909,214,202
2023-09-21,4649246,4602827,42843,22160349,34650281,360,451,2,300,1797,4244162,405084,185,175
2023-09-22,4649603,4603123,42846,22160670,34652068,357,296,3,321,1787,4244387,405216,225,132
2023-09-23,4649627,4603453,42848,22160731,34652188,24,330,2,61,120,4244406,405221,19,5
2023-09-24,4649668,4603740,42848,22160787,34652325,41,287,0,56,137,4244434,405234,28,13
2023-09-25,4650378,4604025,42849,22161145,34655661,710,285,1,358,3336,4244826,405552,392,318
2023-09-26,4650863,4604062,42850,22161525,34657945,485,37,1,380,2284,4245102,405761,276,209
2023-09-27,4651310,4604099,42852,22161863,34660048,447,37,2,338,2103,4245369,405941,267,180
2023-09-28,4651348,4604711,42856,22161924,34660184,38,612,4,61,136,4245396,405952,27,11
2023-09-29,4651773,4605167,42856,22162274,34661777,425,456,0,350,1593,4245665,406108,269,156
2023-09-30,4651813,4605562,42856,22162389,34661905,40,395,0,115,128,4245695,406118,30,10
2023-10-01,4651855,4605929,42857,22162472,34662069,42,367,1,83,164,4245726,406129,31,11
2023-10-02,4652718,4606261,42860,22162866,34666416,863,332,3,394,4347,4246179,406539,453,410
2023-10-03,4653367,4606297,42862,22163243,34669338,649,36,2,377,2922,4246559,406808,380,269
2023-10-04,4653897,4606340,42864,22163570,34671899,530,43,2,327,2561,4246874,407023,315,215
2023-10-05,4654375,4607016,42867,22163866,34674258,478,676,3,296,2359,4247135,407240,261,217
2023-10-06,4654794,4607480,42869,22164214,34676384,419,464,2,348,2126,4247367,407427,232,187
2023-10-07,4654838,4607922,42870,22164303,34676559,44,442,1,89,175,4247401,407437,34,10
2023-10-08,4654881,4607965,42873,22164354,34676714,43,43,3,51,155,4247432,407449,31,12
2023-10-09,4655716,4608359,42876,22164768,34680877,835,394,3,414,4163,4247889,407827,457,378
2023-10-10,4656291,4608409,42880,22165138,34683700,575,50,4,370,2823,4248208,408083,319,256
2023-10-11,4656815,4608479,42881,22165490,34686255,524,70,1,352,2555,4248520,408295,312,212
2023-10-12,4657359,4609331,42885,22165864,34688656,544,852,4,374,2401,4248847,408512,327,217
2023-10-13,4657830,4609928,42886,22166211,34690844,471,597,1,347,2188,4249123,408707,276,195
2023-10-14,4657883,4610434,42890,22166290,34691036,53,506,4,79,192,4249159,408724,36,17
2023-10-15,4657937,4610883,42890,22166346,34691179,54,449,0,56,143,4249198,408739,39,15
2023-10-16,4658925,4611308,42891,22166849,34695553,988,425,1,503,4374,4249746,409179,548,440
2023-10-17,4659609,4611366,42894,22167209,34698546,684,58,3,360,2993,4250109,409500,363,321
2023-10-18,4660174,4611419,42899,22167521,34701144,565,53,5,312,2598,4250420,409754,311,254
2023-10-19,4660767,4612225,42902,22167835,34703665,593,806,3,314,2521,4250782,409985,362,231
2023-10-20,4661364,4612749,42905,22168235,34706158,597,524,3,400,2493,4251124,410240,342,255
2023-10-21,4661441,4613249,42908,22168314,34706350,77,500,3,79,192,4251181,410260,57,20
2023-10-22,4661524,4613752,42908,22168387,34706550,83,503,0,73,200,4251249,410275,68,15
2023-10-23,4662807,4614201,42912,22168923,34711314,1283,449,4,536,4764,4251948,410859,699,584
2023-10-24,4663679,4614279,42912,22169302,34714656,872,78,0,379,3342,4252417,411262,469,403
2023-10-25,4664514,4614347,42914,22169687,34717630,835,68,2,385,2974,4252900,411614,483,352
2023-10-26,4665137,4615307,42920,22170023,34719949,623,960,6,336,2319,4253257,411880,357,266
2023-10-27,4665788,4615955,42920,22170368,34722220,651,648,0,345,2271,4253667,412121,410,241
2023-10-28,4665884,4616502,42924,22170463,34722443,96,547,4,95,223,4253741,412143,74,22
2023-10-29,4665960,4617075,42926,22170539,34722690,76,573,2,76,247,4253795,412165,54,22
2023-10-30,4667492,4617646,42933,22171045,34727598,1532,571,7,506,4908,4254636,412856,841,691
2023-10-31,4668488,4617737,42940,22171497,34731186,996,91,7,452,3588,4255200,413288,564,432
2023-11-01,4669366,4617828,42944,22171890,34734503,878,91,4,393,3317,4255708,413658,508,370
2023-11-02,4670147,4619059,42949,22172252,34737547,781,1231,5,362,3044,4256144,414003,436,345
2023-11-03,4670948,4619912,42953,22172700,34740403,801,853,4,448,2856,4256628,414320,484,317
2023-11-04,4671032,4620696,42961,22172834,34740629,84,784,8,134,226,4256688,414344,60,24
2023-11-05,4671113,4621293,42964,22172913,34740853,81,597,3,79,224,4256750,414363,62,19
2023-11-06,4672710,4621923,42966,22173410,34746316,1597,630,2,497,5463,4257605,415105,855,742
2023-11-07,4673832,4622045,42972,22173871,34750064,1122,122,6,461,3748,4258230,415602,625,497
2023-11-08,4674797,4622146,42974,22174268,34753273,965,101,2,397,3209,4258784,416013,554,411
2023-11-09,4675655,4623595,42977,22174642,34756118,858,1449,3,374,2845,4259271,416384,487,371
2023-11-10,4676471,4624566,42985,22175056,34758823,816,971,8,414,2705,4259733,416738,462,354
2023-11-11,4676573,4625404,42986,22175189,34759060,102,838,1,133,237,4259806,416767,73,29
2023-11-12,4676655,4626156,42990,22175288,34759288,82,752,4,99,228,4259867,416788,61,21
2023-11-13,4678472,4626935,42995,22175885,34764891,1817,779,5,597,5603,4260824,417648,957,860
2023-11-14,4679652,4627048,43002,22176399,34768790,1180,113,7,514,3899,4261500,418152,676,504
2023-11-15,4680824,4627134,43007,22176898,34772401,1172,86,5,499,3611,4262180,418644,680,492
2023-11-16,4681827,4628705,43015,22177331,34775732,1003,1571,8,433,3331,4262742,419085,562,441
2023-11-17,4681947,4629803,43020,22177439,34776005,120,1098,5,108,273,4262834,419113,92,28
2023-11-18,4682082,4630730,43028,22177560,34776338,135,927,8,121,333,4262925,419157,91,44
2023-11-19,4682208,4631547,43030,22177638,34776642,126,817,2,78,304,4263008,419200,83,43
2023-11-20,4684613,4632372,43033,22178411,34783630,2405,825,3,773,6988,4264217,420396,1209,1196
2023-11-21,4686297,4632497,43037,22178916,34788572,1684,125,4,505,4942,4265132,421165,915,769
2023-11-22,4687825,4632613,43042,22179405,34792860,1528,116,5,489,4288,4265972,421853,840,688
2023-11-23,4689152,4634396,43048,22179851,34796986,1327,1783,6,446,4126,4266674,422478,702,625
2023-11-24,4690466,4635532,43054,22180339,34800826,1314,1136,6,488,3840,4267387,423079,713,601
2023-11-25,4690599,4636677,43057,22180484,34801125,133,1145,3,145,299,4267483,423116,96,37
2023-11-26,4690761,4637672,43064,22180556,34801462,162,995,7,72,337,4267593,423168,110,52
2023-11-27,4693599,4637823,43069,22181288,34808676,2838,151,5,732,7214,4269078,424521,1485,1353
2023-11-28,4695617,4638028,43077,22181824,34814000,2018,205,8,536,5324,4270176,425441,1098,920
2023-11-29,4697348,4638190,43082,22182376,34818720,1731,162,5,552,4720,4271145,426203,969,762
2023-11-30,4699067,4640493,43084,22182826,34823251,1719,2303,2,450,4531,4272110,426957,965,754
2023-12-01,4700805,4642135,43097,22183385,34827748,1738,1642,13,559,4497,4273097,427708,987,751
2023-12-02,4700946,4643585,43105,22183506,34828098,141,1450,8,121,350,4273199,427747,102,39
2023-12-03,4701110,4644857,43113,22183617,34828448,164,1272,8,111,350,4273305,427805,106,58
2023-12-04,4704619,4646167,43122,22184366,34836874,3509,1310,9,749,8426,4275042,429577,1737,1772
2023-12-05,4707190,4646324,43132,22184968,34842979,2571,157,10,602,6105,4276455,430735,1413,1158
2023-12-06,4709562,4646520,43143,22185529,34848674,2372,196,11,561,5695,4277736,431826,1281,1091
2023-12-07,4711796,4649252,43149,22186050,34853921,2234,2732,6,521,5247,4278993,432803,1257,977
2023-12-08,4713961,4651195,43157,22186622,34859076,2165,1943,8,572,5155,4280176,433785,1183,982
2023-12-09,4714175,4652856,43166,22186779,34859498,214,1661,9,157,422,4280325,433850,149,65
2023-12-10,4714428,4654498,43178,22186901,34859971,253,1642,12,122,473,4280513,433915,188,65
2023-12-11,4718967,4656172,43193,22187788,34870008,4539,1674,15,887,10037,4282859,436108,2346,2193
2023-12-12,4722036,4656341,43203,22188441,34877221,3069,169,10,653,7213,4284495,437541,1636,1433
2023-12-13,4724988,4656534,43215,22189128,34883970,2952,193,12,687,6749,4286057,438931,1562,1390
2023-12-14,4727664,4659957,43231,22189714,34890165,2676,3423,16,586,6195,4287527,440137,1470,1206
2023-12-15,4730064,4662458,43243,22190374,34895813,2400,2501,12,660,5648,4288877,441187,1350,1050
2023-12-16,4730269,4664769,43252,22190545,34896272,205,2311,9,171,459,4289018,441251,141,64
2023-12-17,4730498,4666908,43255,22190678,34896783,229,2139,3,133,511,4289185,441313,167,62
2023-12-18,4734214,4669052,43265,22191458,34905824,3716,2144,10,780,9041,4291209,443005,2024,1692
2023-12-19,4736701,4669305,43272,22192131,34912344,2487,253,7,673,6520,4292603,444098,1394,1093
2023-12-20,4738893,4669598,43280,22192767,34918116,2192,293,8,636,5772,4293831,445062,1228,964
2023-12-21,4740919,4673954,43287,22193374,34923392,2026,4356,7,607,5276,4295027,445892,1196,830
2023-12-22,4742480,4676900,43298,22193997,34927641,1561,2946,11,623,4249,4295966,446514,939,622
2023-12-23,4742695,4679777,43316,22194170,34928164,215,2877,18,173,523,4296123,446572,157,58
2023-12-24,4742863,4682339,43328,22194278,34928620,168,2562,12,108,456,4296250,446613,127,41
2023-12-25,4743089,4684631,43333,22194592,34929192,226,2292,5,314,572,4296413,446676,163,63
2023-12-26,4743288,4684871,43338,22194754,34929656,199,240,5,162,464,4296567,446721,154,45
2023-12-27,4744870,4685158,43349,22195708,34935015,1582,287,11,954,5359,4297467,447403,900,682
2023-12-28,4745999,4688702,43358,22196307,34939044,1129,3544,9,599,4029,4298114,447885,647,482
2023-12-29,4747007,4691103,43368,22196896,34942260,1008,2401,10,589,3216,4298702,448305,588,420
2023-12-30,4747125,4693207,43375,22197021,34942634,118,2104,7,125,374,4298787,448338,85,33
2023-12-31,4747237,4695078,43380,22197153,34943028,112,1871,5,132,394,4298864,448373,77,35
2024-01-01,4747355,4696512,43387,22197284,34943416,118,1434,7,131,388,4298940,448415,76,42
2024-01-02,4748976,4696770,43399,22198193,34950592,1621,258,12,909,7176,4299832,449144,892,729
2024-01-03,4750013,4696982,43409,22198832,34955987,1037,212,10,639,5395,4300410,449603,578,459
2024-01-04,4750810,4697225,43414,22199438,34960389,797,243,5,606,4402,4300845,449965,435,362
2024-01-05,4751521,4697472,43427,22199981,34964367,711,247,13,543,3978,4301247,450274,402,309
2024-01-06,4751586,4698879,43433,22200112,34964667,65,1407,6,131,300,4301289,450297,42,23
2024-01-07,4751669,4699963,43438,22200240,34964957,83,1084,5,128,290,4301339,450330,50,33
2024-01-08,4752399,4700885,43442,22200916,34970292,730,922,4,676,5335,4301734,450665,395,335
2024-01-09,4752844,4701048,43448,22201418,34973566,445,163,6,502,3274,4301987,450857,253,192
2024-01-10,4753219,4701198,43456,22201878,34976555,375,150,8,460,2989,4302216,451003,229,146
2024-01-11,4753537,4701327,43459,22202320,34979363,318,129,3,442,2808,4302392,451145,176,142
2024-01-12,4753844,4702764,43462,22202781,34982080,307,1437,3,461,2717,4302575,451269,183,124
2024-01-13,4753879,4703761,43466,22202908,34982334,35,997,4,127,254,4302602,451277,27,8
2024-01-14,4753923,4704506,43472,22203012,34982624,44,745,6,104,290,4302635,451288,33,11
2024-01-15,4754455,4705203,43477,22203726,34988095,532,697,5,714,5471,4302950,451505,315,217
2024-01-16,4754769,4705301,43479,22204258,34991694,314,98,2,532,3599,4303131,451638,181,133
2024-01-17,4755060,4705375,43485,22204732,34995057,291,74,6,474,3363,4303307,451753,176,115
2024-01-18,4755291,4706058,43488,22205194,34998137,231,683,3,462,3080,4303441,451850,134,97
2024-01-19,4755499,4706526,43492,22205655,35001183,208,468,4,461,3046,4303564,451935,123,85
2024-01-20,4755514,4706908,43492,22205798,35001438,15,382,0,143,255,4303575,451939,11,4
2024-01-21,4755537,4707240,43492,22205902,35001773,23,332,0,104,335,4303589,451948,14,9
2024-01-22,4755889,4707548,43494,22206650,35008060,352,308,2,748,6287,4303771,452118,182,170
2024-01-23,4756137,4707631,43496,22207225,35012429,248,83,2,575,4369,4303917,452220,146,102
2024-01-24,4756357,4707709,43497,22207783,35016449,220,78,1,558,4020,4304030,452327,113,107
2024-01-25,4756534,4708199,43498,22208335,35020313,177,490,1,552,3864,4304132,452402,102,75
2024-01-26,4756717,4708553,43498,22208906,35024118,183,354,0,571,3805,4304240,452477,108,75
2024-01-27,4756737,4708882,43499,22209070,35024417,20,329,1,164,299,4304254,452483,14,6
2024-01-28,4756761,4709151,43501,22209229,35024761,24,269,2,159,344,4304272,452489,18,6
2024-01-29,4757030,4709418,43503,22210134,35031749,269,267,2,905,6988,4304405,452625,133,136
2024-01-30,4757178,4709502,43504,22210793,35036353,148,84,1,659,4604,4304494,452684,89,59
2024-01-31,4757335,4709554,43504,22211423,35040478,157,52,0,630,4125,4304574,452761,80,77
2024-02-01,4757470,4709899,43506,22212000,35044394,135,345,2,577,3916,4304660,452810,86,49
2024-02-02,4757595,4710245,43507,22212669,35047889,125,346,1,669,3495,4304732,452863,72,53
2024-02-03,4757612,4710522,43510,22212899,35048211,17,277,3,230,322,4304745,452867,13,4
2024-02-04,4757630,4710762,43512,22213043,35048507,18,240,2,144,296,4304756,452874,11,7
2024-02-05,4757860,4711011,43515,22213977,35055265,230,249,3,934,6758,4304879,452981,123,107
2024-02-06,4757995,4711126,43515,22214724,35059488,135,115,0,747,4223,4304964,453031,85,50
2024-02-07,4758091,4711192,43516,22215361,35062981,96,66,1,637,3493,4305012,453079,48,48
2024-02-08,4758175,4711467,43517,22215997,35066063,84,275,1,636,3082,4305057,453118,45,39
2024-02-09,4758253,4711765,43517,22216625,35069039,78,298,0,628,2976,4305105,453148,48,30
2024-02-10,4758263,4712038,43517,22216812,35069277,10,273,0,187,238,4305111,453152,6,4
2024-02-11,4758275,4712277,43517,22216908,35069551,12,239,0,96,274,4305120,453155,9,3
2024-02-12,4758407,4712515,43518,22217755,35074656,132,238,1,847,5105,4305198,453209,78,54
2024-02-13,4758499,4712626,43518,22218337,35077907,92,111,0,582,3251,4305245,453254,47,45
2024-02-14,4758570,4712687,43519,22218807,35080544,71,61,1,470,2637,4305281,453289,36,35
2024-02-15,4758634,4712947,43519,22219250,35082930,64,260,0,443,2386,4305316,453318,35,29
2024-02-16,4758695,4713215,43519,22219717,35085151,61,268,0,467,2221,4305355,453340,39,22
2024-02-17,4758699,4713379,43521,22219841,35085315,4,164,2,124,164,4305359,453340,4,0
2024-02-18,4758704,4713527,43522,22219936,35085499,5,148,1,95,184,4305361,453343,2,3
2024-02-19,4758781,4713662,43523,22220578,35089192,77,135,1,642,3693,4305405,453376,44,33
2024-02-20,4758830,4713760,43523,22221043,35091646,49,98,0,465,2454,4305436,453394,31,18
2024-02-21,4758869,4713818,43523,22221495,35093744,39,58,0,452,2098,4305463,453406,27,12
2024-02-22,4758916,4713950,43523,22221911,35095638,47,132,0,416,1894,4305489,453427,26,21
2024-02-23,4758948,4714079,43523,22222319,35097407,32,129,0,408,1769,4305511,453437,22,10
2024-02-24,4758954,4714178,43523,22222402,35097548,6,99,0,83,141,4305515,453439,4,2
2024-02-25,4758958,4714305,43524,22222468,35097694,4,127,1,66,146,4305518,453440,3,1
2024-02-26,4759013,4714397,43525,22223083,35100742,55,92,1,615,3048,4305551,453462,33,22
2024-02-27,4759046,4714466,43526,22223502,35102798,33,69,1,419,2056,4305568,453478,17,16
2024-02-28,4759081,4714496,43527,22223890,35104707,35,30,1,388,1909,4305585,453496,17,18
2024-02-29,4759105,4714580,43527,22224228,35106326,24,84,0,338,1619,4305599,453506,14,10
2024-03-01,4759127,4714639,43527,22224564,35107953,22,59,0,336,1627,4305612,453515,13,9
2024-03-02,4759132,4714755,43527,22224637,35108076,5,116,0,73,123,4305616,453516,4,1
2024-03-03,4759134,4714830,43527,22224715,35108210,2,75,0,78,134,4305617,453517,1,1
2024-03-04,4759183,4714886,43529,22225255,35110908,49,56,2,540,2698,4305641,453542,24,25
2024-03-05,4759218,4714933,43529,22225597,35112740,35,47,0,342,1832,4305659,453559,18,17
2024-03-06,4759238,4714950,43530,22225944,35114290,20,17,1,347,1550,4305670,453568,11,9
2024-03-07,4759261,4715007,43530,22226245,35115759,23,57,0,301,1469,4305682,453579,12,11
2024-03-08,4759294,4715070,43531,22226591,35117157,33,63,1,346,1398,4305705,453589,23,10
2024-03-09,4759299,4715121,43531,22226657,35117254,5,51,0,66,97,4305709,453590,4,1
2024-03-10,4759305,4715167,43531,22226739,35117394,6,46,0,82,140,4305713,453592,4,2
2024-03-11,4759345,4715202,43531,22227162,35119847,40,35,0,423,2453,4305734,453611,21,19
2024-03-12,4759366,4715223,43532,22227494,35121527,21,21,1,332,1680,4305740,453626,6,15
2024-03-13,4759390,4715239,43532,22227784,35122959,24,16,0,290,1432,4305754,453636,14,10
2024-03-14,4759413,4715286,43532,22228081,35124266,23,47,0,297,1307,4305766,453647,12,11
2024-03-15,4759432,4715332,43532,22228351,35125447,19,46,0,270,1181,4305780,453652,14,5
2024-03-16,4759435,4715371,43533,22228421,35125531,3,39,1,70,84,4305782,453653,2,1
2024-03-17,4759435,4715410,43533,22228468,35125620,0,39,0,47,89,4305782,453653,0,0
2024-03-18,4759464,4715453,43533,22228921,35127903,29,43,0,453,2283,4305799,453665,17,12
2024-03-19,4759483,4715473,43533,22229207,35129513,19,20,0,286,1610,4305806,453677,7,12
2024-03-20,4759501,4715485,43533,22229456,35130839,18,12,0,249,1326,4305818,453683,12,6
2024-03-21,4759515,4715523,43534,22229691,35132046,14,38,1,235,1207,4305824,453691,6,8
2024-03-22,4759527,4715554,43534,22229937,35133070,12,31,0,246,1024,4305831,453696,7,5
2024-03-23,4759530,4715589,43534,22229991,35133136,3,35,0,54,66,4305834,453696,3,0
2024-03-24,4759533,4715623,43534,22230037,35133228,3,34,0,46,92,4305837,453696,3,0
2024-03-25,4759570,4715643,43535,22230439,35135211,37,20,1,402,1983,4305856,453714,19,18
2024-03-26,4759589,4715656,43535,22230708,35136532,19,13,0,269,1321,4305866,453723,10,9
2024-03-27,4759603,4715658,43535,22230955,35137702,14,2,0,247,1170,4305872,453731,6,8
2024-03-28,4759618,4715686,43535,22231217,35138787,15,28,0,262,1085,4305880,453738,8,7
2024-03-29,4759619,4715722,43535,22231271,35138869,1,36,0,54,82,4305881,453738,1,0
2024-03-30,4759622,4715742,43535,22231352,35138961,3,20,0,81,92,4305883,453739,2,1
2024-03-31,4759626,4715761,43535,22231432,35139065,4,19,0,80,104,4305885,453741,2,2
2024-04-01,4759628,4715779,43535,22231497,35139151,2,18,0,65,86,4305887,453741,2,0
2024-04-02,4759655,4715790,43535,22231942,35141253,27,11,0,445,2102,4305899,453756,12,15
2024-04-03,4759670,4715795,43535,22232163,35142515,15,5,0,221,1262,4305907,453763,8,7
2024-04-04,4759692,4715836,43535,22232411,35143669,22,41,0,248,1154,4305919,453773,12,10
2024-04-05,4759710,4715860,43535,22232644,35144674,18,24,0,233,1005,4305931,453779,12,6
2024-04-06,4759712,4715879,43535,22232698,35144741,2,19,0,54,67,4305932,453780,1,1
